Chapter,Poem,Poem_Sub_Ctgry,Poem_Title,Original_Text,Kunyomi_Reading,Kana_Transcription,Notes,Textual_Varients,Matter,Reading_Varient,Kana_len1,Kana_len2
7,1148,1148,（攝津作）,馬雙而 今日吾見鶴 住吉之 岸之黄土 於万世見,馬並めて 今日我が見 つる住吉 の岸の埴生を 万代に見む,うまなめて けふわがみつる すみのえの きしのはにふを よろづよにみむ,なし,馬 [元][類]（塙） 駒,雑歌 大阪 羈旅 土地讃美 地名,"うまなめて[寛],
けふわがみつる,[寛]けふわかみつる,
すみのえの[寛],
きしのはにふを[寛],
よろづよにみむ,[寛]よろつよにみむ,",31,35
7,1149,1149,（攝津作）,住吉尓 徃云道尓 昨日見之 戀忘貝 事二四有家里,住吉に 行くといふ道に 昨日見し 恋忘れ貝言 にしありけり,すみのえに ゆくといふみちに きのふみし こひわすれがひ ことにしありけり,なし,なし,雑歌 大阪 羈旅 望郷 地名 動物,"すみのえに[寛],
ゆくといふみちに[寛],
きのふみし[寛],
こひわすれがひ,[寛]こひわすれかひ,
ことにしありけり[寛],",33,37
7,1150,1150,（攝津作）,墨吉之 岸尓家欲得 奥尓邊尓 縁白浪 見乍将思,住吉の岸 に家もが沖 に辺に寄 する白波見 つつ偲はむ,すみのえの きしにいへもが おきにへに よするしらなみ みつつしのはむ,なし,なし,雑歌 大阪 羈旅 望郷 地名,"すみのえの[寛],
きしにいへもが,[寛]きしにいへもか,
おきにへに[寛],
よするしらなみ[寛],
みつつしのはむ,[寛]みつつおもはむ,",31,35
7,1151,1151,（攝津作）,大伴之 三津之濱邊乎 打曝 因来浪之 逝方不知毛,大伴の御津 の浜辺をうち さらし 寄せ来る波の ゆくへ知らずも,おほともの みつのはまへを うちさらし よせくるなみの ゆくへしらずも,なし,なし,雑歌 大阪 羈旅 地名 不安,"おほともの[寛],
みつのはまへを[寛],
うちさらし[寛],
よせくるなみの[寛],
ゆくへしらずも,[寛]ゆくへしらすも,",31,35
7,1152,1152,（攝津作）,梶之音曽 髣髴為鳴 海末通女 奥藻苅尓 舟出為等思母 [一云 暮去者 梶之音為奈利],楫の音ぞほのかにすなる海人娘子沖つ藻刈りに舟出すらしも [一云 夕されば楫の音すなり],かぢのおとぞ ほのかにすなる あまをとめ おきつもかりに ふなですらしも [ゆふされば かぢのおとすなり],なし,なし,雑歌 大阪 羈旅 地名,"かぢのおとぞ,[寛]かちのおとそ,
ほのかにすなる[寛],
あまをとめ[寛],
おきつもかりに[寛],
ふなですらしも,[寛]ふなてすらしも,",47,51
7,1153,1153,（攝津作）,住吉之 名兒之濱邊尓 馬立而 玉拾之久 常不所忘,住吉の名 児の浜辺に 馬立てて 玉拾ひしく 常忘らえず,すみのえの なごのはまへに うまたてて たまひりひしく つねわすらえず,なし,なし,雑歌 大阪 羈旅 地名,"すみのえの[寛],
なごのはまへに,[寛]なこのはまへに,
うまたてて[寛],
たまひりひしく,[寛]たまひろひしく,
つねわすらえず,[寛]つねわすられす,",31,35
7,1154,1154,（攝津作）,雨者零 借廬者作 何暇尓 吾兒之塩干尓 玉者将拾,雨は降る 仮廬は作るいつ の間に 吾児の潮干に 玉は拾はむ,あめはふる かりいほはつくる いつのまに あごのしほひに たまはひりはむ,なし,なし,雑歌 大阪 羈旅 地名,"あめはふる[寛],
かりいほはつくる,[寛]かりほはつくる,
いつのまに[寛],
あごのしほひに,[寛]なこのしほひに,
たまはひりはむ,[寛]たまはひろはむ,",32,36
7,1155,1155,（攝津作）,奈呉乃海之 朝開之奈凝 今日毛鴨 礒之浦廻尓 乱而将有,名児の海の 朝明のなごり 今日もか も磯の浦廻に 乱れてあるらむ,なごのうみの あさけのなごり けふもかも いそのうらみに みだれてあるらむ,なし,なし,雑歌 大阪 羈旅 地名,"なごのうみの,[寛]なこのうみの,
あさけのなごり,[寛]あさけのなこり,
けふもかも[寛],
いそのうらみに,[寛]いそのうらわに,
みだれてあるらむ,[寛]みたれてあらむ,",33,37
7,1156,1156,（攝津作）,住吉之 遠里小野之 真榛以 須礼流衣乃 盛過去,住吉の 遠里小野の真 榛もち 摺れる衣の 盛り過ぎゆく,すみのえの とほさとをのの まはりもち すれるころもの さかりすぎゆく,なし,なし,雑歌 大阪 羈旅 地名,"すみのえの[寛],
とほさとをのの[寛],
まはりもち,[寛]まはきもて,
すれるころもの[寛],
さかりすぎゆく,[寛]さかりすきゆく,",31,35
7,1157,1157,（攝津作）,時風 吹麻久不知 阿胡乃海之 朝明之塩尓 玉藻苅奈,時つ風吹か まく知らず 吾児の海の 朝明の潮に 玉藻刈りてな,ときつかぜ ふかまくしらず あごのうみの あさけのしほに たまもかりてな,なし,なし,雑歌 大阪 羈旅 地名,"ときつかぜ,[寛]ときつかせ,
ふかまくしらず,[寛]ふかまくしらす,
あごのうみの,[寛]あこのうみの,
あさけのしほに[寛],
たまもかりてな[寛],",32,36
7,1158,1158,（攝津作）,住吉之 奥津白浪 風吹者 来依留濱乎 見者浄霜,住吉の沖 つ白波風 吹けば 来寄する浜を 見れば清しも,すみのえの おきつしらなみ かぜふけば きよするはまを みればきよしも,なし,なし,雑歌 大阪 羈旅 地名 土地讃美,"すみのえの[寛],
おきつしらなみ[寛],
かぜふけば,[寛]かせふけは,
きよするはまを[寛],
みればきよしも,[寛]みれはきよしも,",31,35
7,1159,1159,（攝津作）,住吉之 岸之松根 打曝 縁来浪之 音之清羅,住吉の岸 の松が根うち さらし 寄せ来る波の 音のさやけさ,すみのえの きしのまつがね うちさらし よせくるなみの おとのさやけさ,なし,なし,雑歌 大阪 羈旅 地名 土地讃美,"すみのえの[寛],
きしのまつがね,[寛]きしのまつかね,
うちさらし[寛],
よせくるなみの,[寛]よりくるなみの,
おとのさやけさ[寛],",31,35
7,1160,1160,（攝津作）,難波方 塩干丹立而 見渡者 淡路嶋尓 多豆渡所見,難波潟 潮干に立ちて 見わたせ ば淡路の島に 鶴渡る見ゆ,なにはがた しほひにたちて みわたせば あはぢのしまに たづわたるみゆ,なし,なし,雑歌 大阪 羈旅 地名 叙景 動物,"なにはがた,[寛]なにはかた,
しほひにたちて[寛],
みわたせば,[寛]みわたせは,
あはぢのしまに,[寛]あはちのしまに,
たづわたるみゆ,[寛]たつわたるみゆ,",31,35
7,1161,1161,覊旅作,離家 旅西在者 秋風 寒暮丹 鴈喧<度>,家離り 旅にしあれ ば秋風の 寒き夕に 雁鳴き渡る,いへざかり たびにしあれば あきかぜの さむきゆふへに かりなきわたる,なし,渡 -> 度 [元][類][紀],雑歌 羈旅 羈旅 動物 叙景,"いへざかり,[寛]いへさかり,
たびにしあれば,[寛]たひにしあれは,
あきかぜの,[寛]あきかせの,
さむきゆふへに[寛],
かりなきわたる[寛],",31,35
7,1162,1162,（覊旅作）,圓方之 湊之渚鳥 浪立也 妻唱立而 邊近著毛,円方の港 の洲鳥波立て や妻 呼びたてて辺 に近づくも,まとかたの みなとのすどり なみたてや つまよびたてて へにちかづくも,なし,なし,雑歌 羈旅 三重県 松坂 地名 叙景,"まとかたの[寛],
みなとのすどり,[寛]みなとのすとり,
なみたてや,[寛]なみたては,
つまよびたてて,[寛]つまよひたてて,
へにちかづくも,[寛]へにちかつくも,",31,35
7,1163,1163,（覊旅作）,年魚市方 塩干家良思 知多乃浦尓 朝榜舟毛 奥尓依所見,年魚市潟 潮干にけらし 知多の浦に 朝漕ぐ舟も 沖に寄る見ゆ,あゆちがた しほひにけらし ちたのうらに あさこぐふねも おきによるみゆ,なし,なし,雑歌 名古屋 愛知 羈旅 叙景 地名,"あゆちがた,[寛]あゆちかた,
しほひにけらし[寛],
ちたのうらに[寛],
あさこぐふねも,[寛]あさこくふねも,
おきによるみゆ[寛],",32,36
7,1164,1164,（覊旅作）,塩干者 共滷尓出 鳴鶴之 音遠放 礒廻為等霜,潮干れば ともに潟に出で 鳴く鶴の 声遠ざかる 磯廻すらしも,しほふれば ともにかたにいで なくたづの こゑとほざかる いそみすらしも,なし,なし,雑歌 羈旅 動物 叙景,"しほふれば,[寛]しほひれは,
ともにかたにいで,[寛]ともかたにいてて,
なくたづの,[寛]なくたつの,
こゑとほざかる,[寛]おととほさかる,
いそみすらしも,[寛]あさりすらしも,",32,36
7,1165,1165,（覊旅作）,暮名寸尓 求食為鶴 塩満者 奥浪高三 己妻喚,夕なぎに あさりする 鶴潮満て ば沖波高み 己妻呼ばふ,ゆふなぎに あさりするたづ しほみてば おきなみたかみ おのづまよばふ,なし,なし,雑歌 羈旅 動物 叙景,"ゆふなぎに,[寛]ゆふなきに,
あさりするたづ,[寛]あさりするたつ,
しほみてば,[寛]しほみては,
おきなみたかみ[寛],
おのづまよばふ,[寛]おのかつまよふ,",31,35
7,1166,1166,（覊旅作）,古尓 有監人之 覓乍 衣丹揩牟 真野之榛原,いにしへ にありけむ人 の求めつつ 衣に摺りけむ 真野の榛原,いにしへに ありけむひとの もとめつつ きぬにすりけむ まののはりはら,なし,なし,雑歌 羈旅 神戸 兵庫 地名 植物,"いにしへに[寛],
ありけむひとの,[寛]ありけんひとの,
もとめつつ[寛],
きぬにすりけむ[寛],
まののはりはら,[寛]まののはきはら,",31,35
7,1167,1167,（覊旅作）,朝入為等 礒尓吾見之 莫告藻乎 誰嶋之 白水郎可将苅,あさりすと 礒に我が見し なのりそを いづれの島の 海人か刈りけむ,あさりすと いそにわがみし なのりそを いづれのしまの あまかかりけむ,なし,なし,雑歌 羈旅 植物 比喩,"あさりすと[寛],
いそにわがみし,[寛]いそにわかみし,
なのりそを[寛],
いづれのしまの,[寛]いつれのしまの,
あまかかりけむ,[寛]あまかかるらむ,",31,35
7,1168,1168,（覊旅作）,今日毛可母 奥津玉藻者 白浪之 八重折之於丹 乱而将有,今日もか も沖つ玉藻は 白波の 八重をるが上に 乱れてあるらむ,けふもかも おきつたまもは しらなみの やへをるがうへに みだれてあるらむ,なし,なし,雑歌 羈旅 植物,"けふもかも[寛],
おきつたまもは[寛],
しらなみの[寛],
やへをるがうへに,[寛]やへおりのうへに,
みだれてあるらむ,[寛]みたれたるらむ,",33,37
7,1169,1169,（覊旅作）,近江之海 湖者八十 何尓加 <公>之舟泊 草結兼,近江の海港 は八十ちい づくに か君が舟泊て 草結びけむ,あふみのうみ みなとはやそち いづくにか きみがふねはて くさむすびけむ,なし,君 -> 公 [類][古][紀][温],雑歌 羈旅 滋賀 地名,"あふみのうみ[寛],
みなとはやそち[寛],
いづくにか,[寛]いつくにか,
きみがふねはて,[寛]きみかふねはて,
くさむすびけむ,[寛]くさむすひけむ,",32,36
7,1170,1170,（覊旅作）,佐左浪乃 連庫山尓 雲居者 雨會零智否 反来吾背,楽浪の連 庫山に雲 居れば雨ぞ 降るちふ 帰り来我が背,ささなみの なみくらやまに くもゐれば あめぞふるちふ かへりこわがせ,なし,なし,雑歌 滋賀 羈旅 地名 恋情,"ささなみの[寛],
なみくらやまに[寛],
くもゐれば,[寛]くもゐては,
あめぞふるちふ,[寛]あめそふるてふ,
かへりこわがせ,[寛]かへりこわかせ,",31,35
7,1171,1171,（覊旅作）,大御舟 竟而佐守布 高嶋之 三尾勝野之 奈伎左思所念,大御船 泊ててさもら ふ高島の 三尾の勝野 の渚し思ほゆ,おほみふね はててさもらふ たかしまの みをのかつのの なぎさしおもほゆ,なし,なし,雑歌 羈旅 滋賀 地名,"おほみふね[寛],
はててさもらふ[寛],
たかしまの[寛],
みをのかつのの,[寛]みをのかちのの,
なぎさしおもほゆ,[寛]なきさしそおもふ,",32,36
7,1172,1172,（覊旅作）,何處可 舟乗為家牟 高嶋之 香取乃浦従 己藝出来船,いづくに か舟乗りし けむ高島の 香取の浦ゆ 漕ぎ出来る舟,いづくにか ふなのりしけむ たかしまの かとりのうらゆ こぎでくるふね,なし,なし,雑歌 羈旅 滋賀 地名,"いづくにか,[寛]いつこにか,
ふなのりしけむ[寛],
たかしまの[寛],
かとりのうらゆ,[寛]かとりのうらに,
こぎでくるふね,[寛]こきいてくるふね,",31,35
7,1173,1173,（覊旅作）,斐太人之 真木流云 尓布乃河 事者雖通 船會不通,飛騨人の 真木流すといふ 丹生の 川言は通へど 舟ぞ通はぬ,ひだひとの まきながすといふ にふのかは ことはかよへど ふねぞかよはぬ,なし,なし,雑歌 羈旅 岐阜県 小八賀川 謡物 地名,"ひだひとの,[寛]ひたひとの,
まきながすといふ,[寛]まきなかすてふ,
にふのかは[寛],
ことはかよへど,[寛]ことはかよへと,
ふねぞかよはぬ,[寛]ふねそかよはぬ,",32,36
7,1174,1174,（覊旅作）,霰零 鹿嶋之埼乎 浪高 過而夜将行 戀敷物乎,霰降り 鹿島の崎を波高 み過ぎ てや行かむ恋 しきものを,あられふり かしまのさきを なみたかみ すぎてやゆかむ こほしきものを,なし,なし,雑歌 羈旅 茨城 土地讃美 地名 枕詞,"あられふり[寛],
かしまのさきを[寛],
なみたかみ[寛],
すぎてやゆかむ,[寛]すきてやゆかむ,
こほしきものを,[寛]こひしきものを,",31,35
7,1175,1175,（覊旅作）,足柄乃 筥根飛超 行鶴乃 乏見者 日本之所念,足柄の 箱根飛び越え 行く鶴の 羨しき見れば 大和し思ほゆ,あしがらの はこねとびこえ ゆくたづの ともしきみれば やまとしおもほゆ,なし,1176柒順序入悞替譙 [元][紀],雑歌 羈旅 神奈川 望郷 動物 地名,"あしがらの,[寛]あしからの,
はこねとびこえ,[寛]はこねとひこえ,
ゆくたづの,[寛]ゆくたつの,
ともしきみれば,[寛]ともしきみれは,
やまとしおもほゆ[寛],",32,36
7,1176,1176,（覊旅作）,夏麻引 海上滷乃 <奥>洲尓 鳥<者>簀竹跡 君者音文不為,夏麻引く 海上潟の沖 つ洲に鳥 はすだけど 君は音もせず,なつそびく うなかみがたの おきつすに とりはすだけど きみはおともせず,なし,奥津 -> 奥 [元][類][紀] / <> -> 者 [西（右書）][元][類][紀] / 君者 [類][古][紀] 君,雑歌 羈旅 千葉 地名 動物,"なつそびく,[寛]なつそひく,
うなかみがたの,[寛]うなかみかたの,
おきつすに[寛],
とりはすだけど,[寛]とりはすたけと,
きみはおともせず,[寛]きみはおともせす,",32,36
7,1177,1177,（覊旅作）,若狭在 三方之海之 濱清美 伊徃變良比 見跡不飽可聞,若狭なる 三方の海の浜 清みい 行き帰らひ見れ ど飽かぬかも,わかさなる みかたのうみの はまきよみ いゆきかへらひ みれどあかぬかも,なし,なし,雑歌 羈旅 福井 土地讃美 地名,"わかさなる[寛],
みかたのうみの[寛],
はまきよみ[寛],
いゆきかへらひ[寛],
みれどあかぬかも,[寛]みれとあかぬかも,",32,36
7,1178,1178,（覊旅作）,印南野者 徃過奴良之 天傳 日笠浦 波立見 [一云 思賀麻江者 許藝須疑奴良思],印南野は行き過ぎぬらし天伝ふ日笠の浦に波立てり見ゆ [一云 飾磨江は漕ぎ過ぎぬらし],いなみのは ゆきすぎぬらし あまづたふ ひかさのうらに なみたてりみゆ [しかまえは こぎすぎぬらし],なし,なし,雑歌 羈旅 兵庫 地名 叙景,"いなみのは[寛],
ゆきすぎぬらし,[寛]ゆきすきぬらし,
あまづたふ,[寛]あまつたふ,
ひかさのうらに[寛],
なみたてりみゆ,[寛]なみたてるみゆ,",45,49
7,1179,1179,（覊旅作）,家尓之弖 吾者将戀名 印南野乃 淺茅之上尓 照之月夜乎,家にして 我れは恋ひむな 印南野 の浅茅が上に 照りし月夜を,いへにして あれはこひむな いなみのの あさぢがうへに てりしつくよを,なし,なし,雑歌 羈旅 兵庫 土地讃美 地名,"いへにして[寛],
あれはこひむな,[寛]われはこひむな,
いなみのの[寛],
あさぢがうへに,[寛]あさちかうへに,
てりしつくよを,[寛]てりしつきよを,",31,35
7,1180,1180,（覊旅作）,荒礒超 浪乎恐見 淡路嶋 不見哉将過<去> 幾許近乎,荒磯越す 波を畏み淡路 島見ず か過ぎなむ ここだ近きを,ありそこす なみをかしこみ あはぢしま みずかすぎなむ ここだちかきを,なし,<> -> 去 [元][類][古][紀],雑歌 羈旅 兵庫 地名,"ありそこす,[寛]あらいそこす,
なみをかしこみ[寛],
あはぢしま,[寛]あはちしま,
みずかすぎなむ,[寛]みすてやすきむ,
ここだちかきを,[寛]ここたちかきを,",31,35
7,1181,1181,（覊旅作）,朝霞 不止軽引 龍田山 船出将為日者 吾将戀香聞,朝霞止ま ずたなびく 龍田山舟出 せむ日は我れ 恋ひむかも,あさかすみ やまずたなびく たつたやま ふなでしなむひ あれこひむかも,なし,なし,雑歌 羈旅 龍田 奈良 地名,"あさかすみ[寛],
やまずたなびく,[寛]やますたなひく,
たつたやま[寛],
ふなでしなむひ,[寛]ふなてせむひは,
あれこひむかも,[寛]われこひむかも,",31,35
7,1182,1182,（覊旅作）,海人小船 帆毳張流登 見左右荷 鞆之浦廻二 浪立有所見,海人小舟 帆かも張れる と見るまで に鞆の浦廻に 波立てり見ゆ,あまをぶね ほかもはれると みるまでに とものうらみに なみたてりみゆ,なし,なし,雑歌 羈旅 広島 鞆嬥浦 地名 叙景,"あまをぶね,[寛]あまをふね,
ほかもはれると[寛],
みるまでに,[寛]みるまてに,
とものうらみに,[寛]とものうらわに,
なみたてりみゆ,[寛]なみたてるみゆ,",31,35
7,1183,1183,（覊旅作）,好去而 亦還見六 大夫乃 手二巻持在 鞆之浦廻乎,ま幸くて またかへり見 む大夫の 手に巻き持てる 鞆の浦廻を,まさきくて またかへりみむ ますらをの てにまきもてる とものうらみを,なし,なし,雑歌 羈旅 広島 鞆嬥浦 地名,"まさきくて,[寛]よしゆきて,
またかへりみむ[寛],
ますらをの[寛],
てにまきもてる,[寛]てにまきもたる,
とものうらみを,[寛]とものうらわを,",31,35
7,1184,1184,（覊旅作）,鳥自物 海二浮居而 <奥>浪 驂乎聞者 數悲哭,鳥じもの 海に浮き居て 沖つ波 騒くを聞けば あまた悲しも,とりじもの うみにうきゐて おきつなみ さわくをきけば あまたかなしも,なし,奥津 -> 奥 [元][類][古][紀],雑歌 羈旅,"とりじもの,[寛]とりしもの,
うみにうきゐて[寛],
おきつなみ[寛],
さわくをきけば,[寛]さわくをきけは,
あまたかなしも[寛],",31,35
7,1185,1185,（覊旅作）,朝菜寸二 真梶榜出而 見乍来之 三津乃松原 浪越似所見,朝なぎに 真楫漕ぎ出て 見つつ来し 御津の松原 波越しに見ゆ,あさなぎに まかぢこぎでて みつつこし みつのまつばら なみごしにみゆ,なし,なし,雑歌 羈旅 難波 大阪 地名 叙景,"あさなぎに,[寛]あさなきに,
まかぢこぎでて,[寛]まかちこきいてて,
みつつこし[寛],
みつのまつばら,[寛]みつのまつはら,
なみごしにみゆ,[寛]なみこしにみゆ,",31,35
7,1186,1186,（覊旅作）,朝入為流 海未通女等之 袖通 沾西衣 雖干跡不乾,あさりする 海人娘子ら が袖通り 濡れにし衣 干せど乾かず,あさりする あまをとめらが そでとほり ぬれにしころも ほせどかわかず,なし,なし,雑歌 羈旅,"あさりする[寛],
あまをとめらが,[寛]あまをとめらか,
そでとほり,[寛]そてとほり,
ぬれにしころも[寛],
ほせどかわかず,[寛]ほせとかはかす,",31,35
7,1187,1187,（覊旅作）,網引為 海子哉見 飽浦 清荒礒 見来吾,網引する 海人とか見らむ 飽の浦の 清き荒磯を見 に来し我れを,あびきする あまとかみらむ あくのうらの きよきありそを みにこしわれを,右一首柿本朝臣人麻呂之歌集出,歌 [西] 謌 [西（訂正）] 歌,雑歌 作者：柿本人麻呂歌集 羈旅 和歌山 略体 地名,"あびきする,[寛]あひきする,
あまとかみらむ,[寛]あまとやみらむ,
あくのうらの,[寛]あきのうらの,
きよきありそを,[寛]きよきあらいそを,
みにこしわれを[寛],",32,36
7,1188,1188,（覊旅作）,山超而 遠津之濱之 石管自 迄吾来 含而有待,山越えて 遠津の浜の岩 つつじ我が 来るまでに ふふみてあり待て,やまこえて とほつのはまの いはつつじ わがくるまでに ふふみてありまて,なし,なし,雑歌 羈旅 摂津 大阪 別離 地名,"やまこえて[寛],
とほつのはまの[寛],
いはつつじ,[寛]いはつつし,
わがくるまでに,[寛]わかきたるまて,
ふふみてありまて[寛],",32,36
7,1189,1189,（覊旅作）,大海尓 荒莫吹 四長鳥 居名之湖尓 舟泊左右手,大海に あらしな吹きそ しなが鳥 猪名の港に 舟泊つるまで,おほうみに あらしなふきそ しながどり ゐなのみなとに ふねはつるまで,なし,なし,雑歌 羈旅 兵庫 動物 地名,"おほうみに[寛],
あらしなふきそ[寛],
しながどり,[寛]しなかとり,
ゐなのみなとに[寛],
ふねはつるまで,[寛]ふねはつるまて,",31,35
7,1190,1190,（覊旅作）,舟盡 可志振立而 廬利為 名子江乃濱邊 過不勝鳧,舟泊てて かし振り立てて 廬りせむ 名児江の浜辺 過ぎかてぬかも,ふねはてて かしふりたてて いほりせむ なごえのはまへ すぎかてぬかも,なし,なし,雑歌 羈旅 大阪 土地讃美 地名,"ふねはてて[寛],
かしふりたてて[寛],
いほりせむ,[寛]いほりする,
なごえのはまへ,[寛]なこえのはまへ,
すぎかてぬかも,[寛]すきかてぬかも,",31,35
7,1191,1191,（覊旅作）,妹門 出入乃河之 瀬速見 吾馬爪衝 家思良下,妹が門 出入の川の瀬を 早み我が 馬つまづく家 思ふらしも,いもがかど いでいりのかはの せをはやみ あがうまつまづく いへもふらしも,なし,なし,雑歌 羈旅 望郷 地名 枕詞,"いもがかど,[寛]いもかかと,
いでいりのかはの,[寛]いていりのかはの,
せをはやみ[寛],
あがうまつまづく,[寛]わかうまつまつく,
いへもふらしも,[寛]いへこふらしも,",33,37
7,1192,1192,（覊旅作）,白栲尓 丹保布信土之 山川尓 吾馬難 家戀良下,白栲に にほふ真土の 山川に我が 馬なづむ家 恋ふらしも,しろたへに にほふまつちの やまがはに あがうまなづむ いへこふらしも,なし,なし,雑歌 羈旅 望郷 紀州 和歌山 地名,"しろたへに[寛],
にほふまつちの[寛],
やまがはに,[寛]やまかはに,
あがうまなづむ,[寛]わかうまなつむ,
いへこふらしも[寛],",31,35
7,1193,1193,（覊旅作）,勢能山尓 直向 妹之山 事聴屋毛 打橋渡,背の山 に直に向へる 妹の山 事許せや も打橋渡す,せのやまに ただにむかへる いものやま ことゆるせやも うちはしわたす,なし,なし,雑歌 羈旅 和歌山 地名,"せのやまに[寛],
ただにむかへる,[寛]たたにむかへる,
いものやま[寛],
ことゆるせやも,[寛]ことゆるすやも,
うちはしわたす[寛],",31,35
7,1194,1194,（覊旅作）,木國之 狭日鹿乃浦尓 出見者 海人之燎火 浪間従所見,紀の国の 雑賀の浦に 出で見れば 海人の燈火 波の間ゆ見ゆ,きのくにの さひかのうらに いでみれば あまのともしび なみのまゆみゆ,（右七首者藤原卿作 未審年月）,以下、1207蹔で挹1222嬥後 [元][西][細] [寛]、国歌大観嬥順序捄従尫,雑歌 作者：藤原房前 藤原麻呂 羈旅 和歌山 地名 叙景,"きのくにの[寛],
さひかのうらに[寛],
いでみれば,[寛]いてみれは,
あまのともしび,[寛]あまのともすひ,
なみのまゆみゆ,[寛]なみまよりみゆ,",31,35
7,1195,1195,（覊旅作）,麻衣 著者夏樫 木國之 妹背之山二 麻蒔吾妹,麻衣着れ ばなつかし 紀の国の 妹背の山に 麻蒔く我妹,あさごろも きればなつかし きのくにの いもせのやまに あさまくわぎも,右七首者藤原卿作 未審年月,なし,雑歌 作者：藤原房前 藤原麻呂 羈旅 和歌山 地名 植物,"あさごろも,[寛]あさころも,
きればなつかし,[寛]きれはなつかし,
きのくにの[寛],
いもせのやまに[寛],
あさまくわぎも,[寛]あさまけわきも,",31,35
7,1196,1196,（覊旅作）,欲得褁登 乞者令取 貝拾 吾乎沾莫 奥津白浪,つともが と乞はば取ら せむ貝拾 ふ我れを濡らす な沖つ白波,つともがと こはばとらせむ かひひりふ われをぬらすな おきつしらなみ,？（右件歌者古集中出）,なし,雑歌 作者：古集 羈旅,"つともがと,[寛]いてつとと,
こはばとらせむ,[寛]こははとらせむ,
かひひりふ,[寛]かひひろふ,
われをぬらすな[寛],
おきつしらなみ[寛],",31,35
7,1197,1197,（覊旅作）,手取之 柄二忘跡 礒人之曰師 戀忘貝 言二師有来,手に取る がからに忘る と海人の言 ひし恋忘れ貝 言にしありけり,てにとるが からにわすると あまのいひし こひわすれがひ ことにしありけり,？（右件歌者古集中出）,なし,雑歌 作者：古集 羈旅 望郷 動物,"てにとるが,[寛]てにとりし,
からにわすると[寛],
あまのいひし[寛],
こひわすれがひ,[寛]こひわすれかひ,
ことにしありけり[寛],",33,37
7,1198,1198,（覊旅作）,求食為跡 礒二住鶴 暁去者 濱風寒弥 自妻喚毛,あさりす と礒に棲む 鶴明け されば浜風寒み 己妻呼ぶも,あさりすと いそにすむたづ あけされば はまかぜさむみ おのづまよぶも,？（右件歌者古集中出）,なし,雑歌 作者：古集 羈旅 望郷 動物,"あさりすと[寛],
いそにすむたづ,[寛]いそにすむたつ,
あけされば,[寛]あけゆけは,
はまかぜさむみ,[寛]はまかせさむみ,
おのづまよぶも,[寛]おのかつまよふも,",31,35
7,1199,1199,（覊旅作）,藻苅舟 奥榜来良之 妹之嶋 形見之浦尓 鶴翔所見,藻刈り舟 沖漕ぎ来 らし妹が島 形見の浦に 鶴翔る見ゆ,もかりふね おきこぎくらし いもがしま かたみのうらに たづかけるみゆ,？（右件歌者古集中出）,なし,雑歌 作者：古集 羈旅 叙景 植物,"もかりふね[寛],
おきこぎくらし,[寛]おきこきくらし,
いもがしま,[寛]いもかしま,
かたみのうらに[寛],
たづかけるみゆ,[寛]たつかけるみゆ,",31,35
7,1200,1200,（覊旅作）,吾舟者 従奥莫離 向舟 片待香光 従浦榜将會,我が舟は 沖ゆな離り 迎へ舟方 待ちがてり浦 ゆ漕ぎ逢はむ,わがふねは おきゆなさかり むかへぶね かたまちがてり うらゆこぎあはむ,？（右件歌者古集中出）,なし,雑歌 作者：古集 羈旅 望郷,"わがふねは,[寛]わかふねは,
おきゆなさかり,[寛]おきにさかるな,
むかへぶね,[寛]むかへふね,
かたまちがてり,[寛]かたまちかてら,
うらゆこぎあはむ,[寛]うらにこきあはむ,",32,36
7,1201,1201,（覊旅作）,大海之 水底豊三 立浪之 将依思有 礒之清左,大海の 水底響み立つ 波の寄ら むと思へる礒 のさやけさ,おほうみの みなそことよみ たつなみの よせむとおもへる いそのさやけさ,？（右件歌者古集中出）,なし,雑歌 作者：古集 羈旅 土地讃美,"おほうみの[寛],
みなそことよみ[寛],
たつなみの[寛],
よせむとおもへる,[寛]よらむとおもへる,
いそのさやけさ[寛],",32,36
7,1202,1202,（覊旅作）,自荒礒毛 益而思哉 玉之<裏> 離小嶋 夢<所>見,荒礒ゆも まして思へ や玉の浦 離れ小島の夢 にし見ゆる,ありそゆも ましておもへや たまのうら はなれこしまの いめにしみゆる,？（右件歌者古集中出）,浦 -> 裏 [元][類][古] / 石 -> 所 [類],雑歌 作者：古集 羈旅 和歌山 土地讃美 地名,"ありそゆも,[寛]あらいそにも,
ましておもへや,[寛]ましておもふや,
たまのうら,[寛]たまのうらの,
はなれこしまの[寛],
いめにしみゆる,[寛]ゆめにしみゆる,",31,35
7,1203,1203,（覊旅作）,礒上尓 爪木折焼 為汝等 吾潜来之 奥津白玉,礒の上に 爪木折り焚き 汝がため と我が潜き 来し沖つ白玉,いそのうへに つまきをりたき ながためと わがかづきこし おきつしらたま,？（右件歌者古集中出）,なし,雑歌 作者：古集 羈旅,"いそのうへに[寛],
つまきをりたき[寛],
ながためと,[寛]なかためと,
わがかづきこし,[寛]わかかつきこし,
おきつしらたま[寛],",32,36
